         91460 function calls (89740 primitive calls) in 14.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 __init__.py:866(__bool__)
        3    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
       10    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       16    0.000    0.000    0.000    0.000 _regex_core.py:2942(__init__)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       36    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       15    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        6    0.000    0.000    0.000    0.000 _regex_core.py:3593(_compile)
        1    0.000    0.000    0.007    0.007 _adapters.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 _regex_core.py:4014(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1166(parse_subpattern)
        1    0.000    0.000    0.001    0.001 std.py:1325(refresh)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3716(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:789(<genexpr>)
        4    0.000    0.000    0.000    0.000 _regex_core.py:1489(parse_property_name)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
        3    0.000    0.000    0.000    0.000 argparse.py:564(_format_args)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       38    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:886(_search_paths)
        3    0.000    0.000    0.000    0.000 typing.py:1658(copy_with)
        4    0.000    0.000    0.000    0.000 _local.py:166(__fspath__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       39    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
       15    0.000    0.000    0.000    0.000 _regex_core.py:3698(<genexpr>)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2973(get_firstset)
       36    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       24    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        2    0.000    0.000    0.012    0.006 __init__.py:980(version)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        8    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        5    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        2    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        1    0.000    0.000    0.000    0.000 pool.py:894(_set_length)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        2    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        3    0.000    0.000    0.000    0.000 argparse.py:549(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 argparse.py:2613(_get_formatter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        2    0.000    0.000    0.000    0.000 _regex_core.py:850(parse_paren)
       34    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        2    0.000    0.000    0.264    0.132 popen_fork.py:37(wait)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
       10    0.000    0.000    0.000    0.000 process.py:247(sentinel)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:146(make)
        2    0.000    0.000    0.000    0.000 _regex_core.py:4359(__init__)
        6    0.000    0.000    0.000    0.000 message.py:626(get_content_maintype)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        2    0.000    0.000    0.000    0.000 _regex_core.py:370(_compile_firstset)
        2    0.000    0.000    0.000    0.000 std.py:153(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:1629(__invert__)
        5    0.000    0.000    0.000    0.000 std.py:113(__exit__)
       10    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:1491(add_argument_group)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       22    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        2    0.000    0.000    0.000    0.000 argparse.py:2492(_get_values)
        2    0.000    0.000    0.000    0.000 _regex_core.py:4460(_get_required_string)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 message.py:983(MIMEPart)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       28    0.000    0.000    0.000    0.000 inspect.py:2807(name)
        1    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 __init__.py:427(<genexpr>)
        7    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
       14    0.000    0.000    0.000    0.000 connection.py:143(_check_writable)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1575(find_distributions)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        1    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
        2    0.000    0.000    0.000    0.000 typing.py:806(Optional)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       16    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        4    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        2    0.000    0.000    0.000    0.000 __init__.py:749(zip_children)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        3    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        4    0.000    0.000    0.000    0.000 _regex_core.py:4214(get_while)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        1    0.000    0.000    0.000    0.000 pool.py:157(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        4    0.000    0.000    0.000    0.000 threading.py:1020(_set_ident)
        2    0.000    0.000    0.000    0.000 __init__.py:1986(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:305(escape)
       20    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 tempfile.py:865(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 argparse.py:803(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:101(CompleteDirs)
       23    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 pool.py:284(_get_worker_sentinels)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3697(max_width)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3730(rebuild)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2210(get_firstset)
       12    0.000    0.000    0.000    0.000 {method '_recursion_count' of '_thread.RLock' objects}
        1    0.000    0.000   14.699   14.699 pool.py:738(__exit__)
       19    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:309(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:328(Integral)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _main.py:481(complain_unused_args)
        1    0.000    0.000    0.001    0.001 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        2    0.000    0.000    0.000    0.000 _local.py:140(joinpath)
        2    0.000    0.000    0.000    0.000 __init__.py:844(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:1024(_set_native_id)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        3    0.000    0.000    0.000    0.000 argparse.py:1695(_add_action)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1743(ArgumentParser)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:246(recv)
        8    0.000    0.000    0.000    0.000 threading.py:1147(daemon)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2956(pack_characters)
        2    0.000    0.000    0.002    0.001 __init__.py:954(distribution)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
       12    0.000    0.000    0.000    0.000 _regex_core.py:2262(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen os>:1127(__subclasshook__)
        1    0.000    0.000    0.000    0.000 header.py:545(_Accumulator)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1624(_get_handler)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3502(Sequence)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
        8    0.000    0.000    0.000    0.000 _regex_core.py:606(parse_quantifier)
        4    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 connection.py:139(_check_readable)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1380(_get_parent_path)
        1    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _regex_core.py:3011(max_width)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 argparse.py:1620(_pop_action_class)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:732(__new__)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 _regex_core.py:4112(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:995(parse_lookaround)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.getencoding}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3150(LookAround)
       24    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1571(_get_positional_kwargs)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:2611(get_firstset)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
        5    0.000    0.000    0.000    0.000 process.py:193(name)
       10    0.000    0.000    0.000    0.000 __init__.py:443(<genexpr>)
        2    0.000    0.000    0.000    0.000 argparse.py:2543(_get_value)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:396(__init__)
        1    0.000    0.000    0.000    0.000 std.py:663(__new__)
        6    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
        1    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_code_size}
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       15    0.000    0.000    0.000    0.000 threading.py:605(is_set)
        2    0.000    0.000    0.000    0.000 _adapters.py:46(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:312(_release_save)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        8    0.000    0.000    0.000    0.000 argparse.py:1413(_registry_get)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
       20    0.000    0.000    0.000    0.000 popen_spawn_posix.py:17(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:155(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4110(Source)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:65(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2581(Character)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       24    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 connection.py:364(Connection)
       20    0.000    0.000    0.000    0.000 connection.py:159(readable)
        1    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        2    0.000    0.000    0.000    0.000 utils.py:386(disp_trim)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2948(fix_groups)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _colorize.py:13(ANSIColors)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3336(get_firstset)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4042(_compile)
        1    0.000    0.000    0.000    0.000 queue.py:315(_PySimpleQueue)
        6    0.000    0.000    0.000    0.000 connection.py:838(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1907(parse_known_args)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 resource_tracker.py:63(ResourceTracker)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
       20    0.000    0.000    0.000    0.000 connection.py:164(writable)
        4    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1149(parse_flags)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:376(abspath)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        1    0.000    0.000    0.000    0.000 queues.py:357(SimpleQueue)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2139(fix_groups)
        1    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1353(_ActionsContainer)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1941(RegexBase)
        1    0.000    0.000    0.000    0.000 pool.py:921(ThreadPool)
       17    0.000    0.000    0.000    0.000 _regex_core.py:3333(optimise)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        2    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        2    0.000    0.000    0.000    0.000 _regex_core.py:3153(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        3    0.000    0.000    0.000    0.000 argparse.py:1876(_add_action)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 util.py:45(sub_debug)
        3    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3372(Range)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 pool.py:573(_handle_results)
        1    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        5    0.000    0.000    0.000    0.000 process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(Manager)
        2    0.000    0.000    0.000    0.000 _local.py:529(open)
        4    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 warnings.py:518(deprecated)
        2    0.000    0.000    0.000    0.000 __init__.py:440(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1296(PlaceHolder)
        1    0.000    0.000    0.000    0.000 connection.py:596(SocketListener)
        4    0.000    0.000    0.000    0.000 _regex_core.py:445(make_property)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
       12    0.000    0.000    0.000    0.000 enum.py:1337(value)
        2    0.000    0.000    0.000    0.000 argparse.py:915(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:858(legacy_normalize)
        1    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1363(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 _regex_core.py:4007(String)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3310(Property)
        8    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4056(max_width)
        1    0.000    0.000    0.000    0.000 spawn.py:36(set_executable)
        8    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1133(parse_flag_set)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        3    0.000    0.000    0.000    0.000 utils.py:16(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        7    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        9    0.000    0.000    0.000    0.000 context.py:187(get_context)
       16    0.000    0.000    0.000    0.000 _regex_core.py:2608(optimise)
        1    0.000    0.000    0.000    0.000 popen_fork.py:13(Popen)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 header.py:184(Header)
        2    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        5    0.000    0.000    0.000    0.000 context.py:253(get_start_method)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2074(Atomic)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2178(_add_precheck)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2135(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1343(__init__)
        5    0.000    0.000    0.000    0.000 _regex_core.py:3762(_handle_case_folding)
       17    0.000    0.000    0.000    0.000 _regex_core.py:1965(fix_groups)
        1    0.000    0.000    0.000    0.000 pool.py:734(__enter__)
        3    0.000    0.000    0.000    0.000 std.py:225(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:448(Listener)
        1    0.000    0.000    0.000    0.000 argparse.py:913(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        4    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3307(_compile)
        1    0.000    0.000    0.000    0.000 warnings.py:442(catch_warnings)
        7    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3162(optimise)
        2    0.000    0.000    0.000    0.000 argparse.py:2568(_check_value)
        2    0.000    0.000    0.000    0.000 message.py:337(set_payload)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 ast.py:1825(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        5    0.000    0.000    0.000    0.000 process.py:205(daemon)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        5    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'is_done' of '_thread._ThreadHandle' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3449(RefGroup)
        1    0.000    0.000    0.000    0.000 util.py:249(Finalize)
       11    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)
        2    0.000    0.000    0.000    0.000 _regex_core.py:4421(_check_group_features)
        2    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2644(max_width)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.kqueue' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
